Delivey Lead Time,City Tier,Carrier,Category,Quantity,Order Date,Price
16,Tier-3,VRL,Hakka,257,45485,68.78
5,Tier-1,self,Others,413,45265,98.37
35,Tier-2,courier,Others,38,45423,60.24
12,Tier-2,DTDC,Pasta,289,45127,12.91
25,Tier-1,dtdc,Bites,347,45237,91.92
21,Tier-3,SELF,Hakka,328,45407,135.85
36,Tier-3,self,Sevai,211,45354,60.57
23,Tier-2,kerry,Noodles,370,45427,36.37
16,Tier-2,DTDC,Hakka,66,45111,69.17
39,Tier-3,self,Others,401,45315,12.01
42,Tier-1,courier,Others,227,45445,123.97
39,Tier-2,akr express,Sevai,71,45342,124.82
14,Tier-2,SELF,Sevai,166,45144,90.26
31,Tier-3,self,Noodles,211,45064,56.2
5,Tier-1,VRL,Sevai,26,45246,120.97
35,Tier-3,vrl,Pasta,331,45222,85.43
23,Tier-1,vrl,Noodles,15,45478,124.76
29,Tier-1,SELF,Sevai,67,45489,96.56
43,Tier-1,courier,Cookies,334,45312,118.74
11,Tier-2,vrl,Hakka,421,45438,91.79
18,Tier-3,self,Sevai,327,45105,65.05
12,Tier-3,kerry,Pasta,178,45180,143.9
9,Tier-1,dtdc,Bites,462,45183,83.46
10,Tier-2,dtdc,Sevai,91,45225,92.74
44,Tier-2,DTDC,Others,483,45264,36.97
17,Tier-3,safe express,Others,477,45277,95.72
38,Tier-2,akr express,Others,434,45396,87.88
7,Tier-2,SELF,Bites,442,45088,31.8
13,Tier-1,DTDC,Others,228,45175,13.64
40,Tier-2,safe express,Cookies,186,45017,92.63
42,Tier-1,courier,Sevai,213,45370,115.74
9,Tier-3,VRL,Others,80,45459,80.89
27,Tier-2,VRL,Noodles,396,45423,37.88
2,Tier-3,akr express,Bites,275,45400,101.65
5,Tier-3,vrl,Cookies,107,45398,16.62
29,Tier-2,self,Noodles,354,45105,69.07
37,Tier-2,DTDC,Noodles,300,45270,28.69
38,Tier-3,DTDC,Noodles,217,45462,31.75
19,Tier-2,SELF,Noodles,11,45318,34.33
8,Tier-1,SELF,Sevai,133,45166,61.07
1,Tier-1,VRL,Others,289,45012,12.42
22,Tier-2,VRL,Hakka,83,45336,62.68
17,Tier-3,kerry,Sevai,175,45031,79.2
7,Tier-2,kerry,Sevai,31,45392,75.08
25,Tier-2,vrl,Cookies,163,45039,60.5
4,Tier-3,kerry,Cookies,436,45147,126.68
36,Tier-3,self,Others,448,45217,26.07
6,Tier-1,self,Hakka,304,45218,78.33
31,Tier-3,DTDC,Cookies,228,45468,14.0
19,Tier-1,dtdc,Others,166,45081,15.32
44,Tier-3,self,Others,239,45332,88.21
39,Tier-2,safe express,Pasta,29,45207,87.07
27,Tier-1,VRL,Hakka,484,45200,132.31
10,Tier-1,SELF,Cookies,50,45446,85.89
26,Tier-1,kerry,Hakka,447,45331,144.17
19,Tier-2,DTDC,Sevai,157,45427,12.06
39,Tier-2,akr express,Sevai,117,45037,19.21
3,Tier-2,SELF,Hakka,412,45210,11.39
13,Tier-2,safe express,Pasta,93,45443,31.87
28,Tier-2,kerry,Pasta,492,45326,83.48
20,Tier-1,safe express,Hakka,376,45248,98.61
28,Tier-2,VRL,Cookies,331,45226,11.61
8,Tier-1,VRL,Bites,423,45047,142.17
41,Tier-2,vrl,Pasta,318,45017,127.11
39,Tier-3,DTDC,Noodles,299,45399,48.01
1,Tier-1,SELF,Sevai,415,45438,16.19
3,Tier-3,courier,Hakka,332,45294,29.63
13,Tier-1,courier,Noodles,143,45195,23.41
28,Tier-3,SELF,Hakka,216,45186,22.88
25,Tier-2,akr express,Others,292,45344,80.19
33,Tier-2,DTDC,Sevai,275,45223,40.65
38,Tier-2,safe express,Sevai,82,45317,56.93
6,Tier-1,akr express,Pasta,490,45487,148.48
44,Tier-3,dtdc,Pasta,361,45396,104.23
32,Tier-2,SELF,Noodles,57,45364,142.6
21,Tier-3,safe express,Others,335,45336,25.67
16,Tier-3,courier,Hakka,242,45496,60.41
21,Tier-2,self,Others,452,45228,85.44
11,Tier-2,vrl,Sevai,109,45389,16.13
37,Tier-3,courier,Noodles,68,45466,5.61
36,Tier-2,DTDC,Bites,267,45076,102.21
35,Tier-2,VRL,Noodles,422,45187,98.06
19,Tier-2,self,Cookies,461,45345,64.56
20,Tier-1,vrl,Noodles,74,45269,76.0
18,Tier-3,vrl,Others,92,45094,65.24
41,Tier-3,dtdc,Cookies,163,45309,8.48
14,Tier-1,dtdc,Cookies,482,45131,53.63
15,Tier-3,kerry,Cookies,275,45038,30.68
31,Tier-2,courier,Bites,318,45071,19.27
1,Tier-3,courier,Noodles,88,45280,143.72
3,Tier-2,courier,Others,324,45332,91.91
16,Tier-1,kerry,Noodles,159,45159,110.66
23,Tier-2,akr express,Bites,444,45186,50.73
11,Tier-3,vrl,Sevai,57,45485,62.01
12,Tier-3,self,Pasta,414,45190,39.35
10,Tier-3,DTDC,Others,388,45421,19.06
32,Tier-1,vrl,Others,257,45119,30.96
16,Tier-1,dtdc,Noodles,287,45219,120.64
8,Tier-3,safe express,Pasta,365,45052,103.24
38,Tier-2,VRL,Hakka,107,45221,84.3
12,Tier-1,kerry,Hakka,423,45450,73.89
24,Tier-3,SELF,Bites,34,45411,138.75
28,Tier-3,safe express,Hakka,293,45130,15.55
8,Tier-1,DTDC,Others,458,45236,45.69
28,Tier-1,courier,Hakka,378,45245,55.74
36,Tier-1,dtdc,Sevai,310,45225,118.45
26,Tier-2,dtdc,Sevai,77,45207,148.91
8,Tier-2,dtdc,Sevai,16,45405,39.9
28,Tier-3,courier,Hakka,314,45095,131.77
28,Tier-1,SELF,Bites,146,45421,125.44
37,Tier-2,kerry,Cookies,173,45199,37.58
41,Tier-1,safe express,Cookies,92,45246,62.9
36,Tier-3,courier,Pasta,394,45071,64.4
27,Tier-2,DTDC,Cookies,147,45317,146.84
17,Tier-2,kerry,Cookies,429,45184,31.23
9,Tier-2,DTDC,Sevai,82,45005,120.88
33,Tier-3,kerry,Sevai,246,45205,53.46
20,Tier-1,SELF,Hakka,55,45031,110.98
13,Tier-2,VRL,Pasta,115,45098,65.9
28,Tier-3,DTDC,Noodles,425,45393,88.86
29,Tier-1,courier,Others,297,45386,125.73
13,Tier-3,kerry,Pasta,271,45255,121.6
35,Tier-1,dtdc,Pasta,185,45186,130.63
6,Tier-3,vrl,Bites,175,45075,13.64
18,Tier-1,dtdc,Hakka,154,45176,105.35
5,Tier-2,akr express,Bites,339,45314,25.3
25,Tier-1,VRL,Pasta,379,45286,65.29
2,Tier-3,VRL,Pasta,292,45348,84.55
10,Tier-3,dtdc,Pasta,63,45254,63.4
30,Tier-1,safe express,Cookies,187,45324,80.34
5,Tier-2,SELF,Others,428,45189,149.5
33,Tier-2,DTDC,Others,253,45307,24.61
1,Tier-1,courier,Bites,350,45344,102.94
18,Tier-1,VRL,Pasta,136,45126,62.42
32,Tier-3,dtdc,Others,418,45424,24.29
11,Tier-2,dtdc,Sevai,421,45286,28.02
21,Tier-1,SELF,Others,376,45253,142.64
26,Tier-2,SELF,Hakka,280,45212,132.54
25,Tier-1,self,Hakka,141,45249,136.52
22,Tier-1,self,Others,102,45083,148.77
27,Tier-2,safe express,Sevai,388,45486,35.21
13,Tier-1,safe express,Hakka,82,45382,56.54
33,Tier-1,akr express,Cookies,420,45405,102.04
34,Tier-3,safe express,Others,419,45387,75.15
41,Tier-1,kerry,Cookies,412,45012,65.67
35,Tier-1,SELF,Others,257,45044,56.88
1,Tier-1,courier,Noodles,357,45126,91.1
21,Tier-3,kerry,Noodles,282,45425,88.46
6,Tier-2,DTDC,Noodles,52,45113,28.41
28,Tier-3,dtdc,Hakka,386,45432,73.4
17,Tier-3,safe express,Cookies,50,45275,85.25
5,Tier-2,dtdc,Cookies,179,45499,87.69
31,Tier-3,VRL,Cookies,443,45204,35.47
5,Tier-2,akr express,Sevai,221,45336,112.63
38,Tier-3,VRL,Cookies,177,45437,8.65
3,Tier-2,akr express,Sevai,48,45419,56.45
23,Tier-1,self,Noodles,378,45480,118.13
37,Tier-3,dtdc,Noodles,254,45384,86.76
37,Tier-3,akr express,Hakka,160,45398,42.87
10,Tier-3,vrl,Others,120,45460,105.77
10,Tier-3,kerry,Noodles,489,45272,87.27
19,Tier-1,akr express,Others,445,45407,120.46
17,Tier-3,akr express,Others,56,45057,111.58
21,Tier-1,kerry,Hakka,72,45327,93.47
14,Tier-1,dtdc,Pasta,234,45497,75.79
9,Tier-1,dtdc,Pasta,375,45218,24.31
1,Tier-1,kerry,Bites,78,45108,42.89
13,Tier-2,VRL,Hakka,308,45278,65.77
4,Tier-2,vrl,Bites,441,45173,91.9
1,Tier-3,courier,Bites,299,45327,79.49
40,Tier-2,DTDC,Pasta,305,45263,46.79
32,Tier-2,vrl,Hakka,212,45314,5.94
34,Tier-3,dtdc,Pasta,70,45473,76.95
28,Tier-3,courier,Bites,443,45110,46.42
31,Tier-3,self,Hakka,460,45186,111.52
8,Tier-2,safe express,Bites,327,45268,8.47
39,Tier-2,akr express,Cookies,323,45422,89.8
26,Tier-3,kerry,Others,170,45228,141.51
34,Tier-1,kerry,Hakka,340,45496,30.29
3,Tier-3,akr express,Hakka,25,45155,73.39
12,Tier-1,safe express,Others,347,45472,18.26
1,Tier-1,DTDC,Bites,103,45188,95.72
44,Tier-3,safe express,Cookies,313,45271,84.83
5,Tier-3,courier,Sevai,147,45374,64.07
30,Tier-3,safe express,Others,347,45001,80.6
30,Tier-2,courier,Pasta,47,45245,135.0
17,Tier-1,safe express,Bites,136,45209,33.46
23,Tier-2,DTDC,Others,284,45400,8.27
15,Tier-2,DTDC,Others,173,45285,129.94
37,Tier-3,dtdc,Hakka,452,45358,88.68
21,Tier-2,akr express,Pasta,328,45012,134.15
14,Tier-3,DTDC,Pasta,86,45095,91.56
2,Tier-1,courier,Pasta,183,45497,122.47
11,Tier-3,DTDC,Others,396,45220,67.3
39,Tier-2,dtdc,Sevai,467,45237,113.73
38,Tier-2,kerry,Noodles,367,45093,137.39
34,Tier-3,courier,Bites,330,45337,87.96
38,Tier-3,dtdc,Noodles,385,45268,31.21
34,Tier-2,VRL,Others,100,45170,43.98
18,Tier-1,VRL,Noodles,247,45468,33.8
30,Tier-1,self,Others,273,45093,40.79
15,Tier-3,safe express,Noodles,188,45148,49.43
27,Tier-1,akr express,Pasta,499,45111,85.49
34,Tier-2,SELF,Cookies,218,45054,90.26
38,Tier-3,vrl,Pasta,82,45336,66.84
33,Tier-2,dtdc,Pasta,399,45423,94.24
24,Tier-2,kerry,Hakka,116,45466,16.83
15,Tier-1,vrl,Hakka,354,45115,17.73
30,Tier-3,kerry,Noodles,304,45142,29.92
42,Tier-3,vrl,Others,378,45200,80.12
17,Tier-1,dtdc,Pasta,453,45179,36.03
5,Tier-2,SELF,Noodles,293,45201,46.08
29,Tier-2,vrl,Hakka,362,45363,63.05
4,Tier-2,dtdc,Cookies,191,45478,122.72
10,Tier-2,DTDC,Bites,46,45052,7.01
17,Tier-3,SELF,Noodles,146,45470,99.16
10,Tier-3,courier,Cookies,347,45383,101.99
17,Tier-1,kerry,Bites,65,45179,120.81
20,Tier-1,VRL,Sevai,196,45413,140.25
24,Tier-3,safe express,Noodles,350,45416,7.92
5,Tier-3,VRL,Noodles,267,45312,27.3
34,Tier-2,SELF,Sevai,454,45307,133.49
6,Tier-2,courier,Sevai,67,45136,71.49
2,Tier-1,kerry,Noodles,372,45181,86.87
13,Tier-3,courier,Sevai,132,45366,101.14
43,Tier-1,vrl,Pasta,197,45000,103.46
43,Tier-3,kerry,Bites,239,45043,140.1
11,Tier-2,vrl,Bites,177,45226,149.56
23,Tier-1,dtdc,Bites,429,45330,109.42
16,Tier-1,SELF,Pasta,123,45097,46.65
31,Tier-3,dtdc,Others,261,45207,132.56
11,Tier-2,self,Sevai,116,45264,12.14
16,Tier-1,courier,Cookies,46,45287,38.51
8,Tier-2,vrl,Sevai,344,45270,135.12
4,Tier-1,DTDC,Noodles,101,45139,42.15
40,Tier-2,dtdc,Hakka,27,45480,36.99
4,Tier-3,self,Bites,363,45236,25.03
25,Tier-1,akr express,Sevai,72,45461,129.57
3,Tier-1,VRL,Cookies,159,45440,77.51
32,Tier-2,kerry,Noodles,148,45391,102.86
3,Tier-2,self,Pasta,195,45071,39.66
27,Tier-1,SELF,Others,194,45154,114.92
29,Tier-3,dtdc,Pasta,214,45189,115.2
32,Tier-2,SELF,Cookies,269,45267,50.33
19,Tier-2,VRL,Noodles,223,45320,64.55
21,Tier-2,DTDC,Bites,265,45106,35.41
5,Tier-1,courier,Sevai,144,45231,146.6
18,Tier-1,courier,Noodles,70,45041,98.61
28,Tier-1,SELF,Others,372,45189,140.51
42,Tier-1,vrl,Pasta,319,45370,48.99
22,Tier-3,DTDC,Others,97,45138,118.37
21,Tier-3,courier,Others,333,45102,116.05
6,Tier-1,DTDC,Cookies,485,45170,105.29
1,Tier-3,self,Cookies,216,45350,145.02
5,Tier-2,DTDC,Sevai,138,45272,62.07
41,Tier-2,safe express,Cookies,320,45480,23.95
12,Tier-2,VRL,Cookies,12,45415,102.4
26,Tier-1,courier,Noodles,471,45220,110.75
34,Tier-2,DTDC,Bites,431,45212,88.38
14,Tier-3,SELF,Sevai,251,45340,34.99
26,Tier-1,akr express,Noodles,130,45423,78.15
27,Tier-3,safe express,Bites,394,45406,50.27
9,Tier-2,safe express,Others,111,45055,66.98
26,Tier-2,vrl,Noodles,47,45389,98.56
22,Tier-2,DTDC,Hakka,350,45341,113.06
30,Tier-1,vrl,Noodles,422,45433,38.67
43,Tier-3,vrl,Cookies,142,45101,63.77
17,Tier-1,akr express,Bites,211,45420,44.03
26,Tier-1,self,Sevai,357,45492,33.8
36,Tier-2,DTDC,Sevai,30,45191,118.59
1,Tier-1,dtdc,Bites,251,45498,136.84
8,Tier-1,courier,Cookies,464,45309,58.68
35,Tier-2,vrl,Pasta,460,45199,113.94
15,Tier-1,VRL,Noodles,118,45232,135.06
22,Tier-2,kerry,Cookies,312,45432,127.69
14,Tier-2,VRL,Hakka,93,45226,31.51
26,Tier-2,akr express,Others,92,45370,143.66
28,Tier-2,akr express,Bites,300,45138,59.62
23,Tier-1,SELF,Noodles,461,45343,54.19
14,Tier-2,self,Sevai,78,45304,14.05
24,Tier-2,courier,Others,138,45148,75.5
2,Tier-1,vrl,Pasta,205,45114,20.81
26,Tier-1,VRL,Hakka,149,45449,41.04
14,Tier-3,kerry,Sevai,453,45062,50.96
7,Tier-1,akr express,Bites,292,45103,122.28
3,Tier-1,akr express,Noodles,321,45338,131.95
23,Tier-3,self,Bites,243,45358,48.86
43,Tier-1,kerry,Others,32,45155,129.51
18,Tier-1,kerry,Noodles,162,45272,129.3
38,Tier-1,self,Cookies,286,45005,115.87
35,Tier-1,akr express,Pasta,70,45146,26.27
15,Tier-3,courier,Cookies,328,45183,105.1
25,Tier-1,DTDC,Cookies,387,45485,142.03
37,Tier-1,DTDC,Bites,61,45027,103.97
28,Tier-3,self,Others,353,45449,53.08
10,Tier-2,kerry,Pasta,162,45037,77.58
39,Tier-3,vrl,Noodles,246,45118,98.63
17,Tier-2,self,Noodles,320,45292,79.03
39,Tier-3,courier,Hakka,311,45370,22.39
22,Tier-3,self,Sevai,41,45243,50.25
26,Tier-1,safe express,Hakka,64,45067,121.35
44,Tier-2,VRL,Hakka,361,45213,129.91
25,Tier-1,kerry,Noodles,398,45217,24.91
17,Tier-2,SELF,Bites,45,45176,143.1
13,Tier-3,SELF,Cookies,119,45298,52.68
20,Tier-3,kerry,Others,499,45163,101.04
25,Tier-2,courier,Cookies,186,45057,114.01
4,Tier-1,safe express,Cookies,371,45268,122.73
10,Tier-1,safe express,Pasta,323,45307,142.13
3,Tier-1,akr express,Noodles,304,45057,50.37
41,Tier-1,VRL,Others,345,45287,129.48
18,Tier-3,DTDC,Bites,106,45464,24.09
36,Tier-3,dtdc,Pasta,378,45104,107.23
22,Tier-3,courier,Sevai,222,45227,112.59
34,Tier-3,dtdc,Bites,326,45246,103.27
8,Tier-3,dtdc,Hakka,146,45187,41.59
40,Tier-1,kerry,Bites,15,45493,131.59
44,Tier-1,SELF,Bites,118,45082,29.48
19,Tier-1,SELF,Cookies,44,45185,12.78
42,Tier-1,DTDC,Bites,48,45251,109.03
41,Tier-3,kerry,Hakka,159,45354,73.94
37,Tier-3,dtdc,Hakka,434,45237,128.12
6,Tier-3,vrl,Noodles,127,45359,60.59
26,Tier-2,SELF,Bites,270,45183,29.4
34,Tier-1,courier,Cookies,435,45283,126.28
6,Tier-1,courier,Bites,96,45384,84.59
37,Tier-3,akr express,Sevai,474,45425,32.43
33,Tier-1,self,Sevai,85,45209,109.46
22,Tier-1,vrl,Cookies,480,45303,79.11
21,Tier-3,SELF,Noodles,473,45295,92.63
6,Tier-2,safe express,Noodles,460,45096,71.83
6,Tier-2,SELF,Hakka,423,45446,125.16
4,Tier-2,akr express,Hakka,322,45459,125.29
30,Tier-3,courier,Pasta,392,45455,107.86
11,Tier-1,dtdc,Cookies,223,45471,20.28
30,Tier-3,safe express,Bites,466,45207,126.63
31,Tier-3,kerry,Others,294,45369,102.3
24,Tier-1,VRL,Cookies,248,45387,106.07
9,Tier-2,dtdc,Pasta,174,45421,57.63
3,Tier-2,VRL,Hakka,96,45491,132.5
31,Tier-3,vrl,Cookies,150,45410,110.18
40,Tier-2,self,Cookies,169,45136,21.33
37,Tier-3,safe express,Hakka,55,45366,64.13
36,Tier-3,DTDC,Pasta,381,45399,133.53
24,Tier-1,safe express,Hakka,121,45183,11.84
31,Tier-1,SELF,Noodles,416,45075,144.41
6,Tier-1,courier,Bites,54,45286,103.48
2,Tier-3,SELF,Hakka,410,45471,96.55
20,Tier-1,SELF,Pasta,256,45374,44.23
28,Tier-2,vrl,Sevai,113,45141,41.07
11,Tier-2,dtdc,Noodles,94,45236,141.6
4,Tier-3,DTDC,Sevai,459,45024,48.25
15,Tier-3,DTDC,Others,494,45289,117.45
6,Tier-1,SELF,Hakka,143,45066,62.0
30,Tier-3,VRL,Noodles,117,45249,25.19
38,Tier-3,vrl,Bites,27,45407,6.55
2,Tier-2,SELF,Hakka,103,45117,83.92
15,Tier-2,self,Bites,159,45489,146.49
11,Tier-1,courier,Cookies,255,45072,58.52
8,Tier-3,dtdc,Sevai,298,45281,56.79
26,Tier-3,kerry,Noodles,423,45403,54.89
44,Tier-2,self,Bites,218,45447,80.48
5,Tier-3,VRL,Pasta,135,45359,68.9
6,Tier-2,safe express,Bites,244,45009,132.59
26,Tier-1,safe express,Pasta,425,45210,78.3
4,Tier-2,self,Hakka,435,45322,78.62
19,Tier-3,SELF,Noodles,471,45151,25.06
20,Tier-1,kerry,Bites,131,45004,147.5
33,Tier-2,akr express,Others,147,45194,41.25
20,Tier-2,akr express,Bites,124,45441,15.64
12,Tier-1,VRL,Others,429,45282,101.16
1,Tier-1,SELF,Noodles,171,45463,91.33
26,Tier-2,DTDC,Bites,210,45112,65.2
14,Tier-3,DTDC,Pasta,243,45270,66.22
38,Tier-2,dtdc,Bites,37,45162,118.83
37,Tier-1,kerry,Sevai,20,45459,33.38
11,Tier-2,kerry,Hakka,215,45104,123.94
36,Tier-1,safe express,Cookies,176,45180,99.07
13,Tier-1,vrl,Pasta,256,45043,65.75
43,Tier-3,VRL,Sevai,56,45281,71.41
3,Tier-1,akr express,Others,255,45174,42.21
33,Tier-1,VRL,Hakka,136,45161,114.06
6,Tier-3,DTDC,Noodles,156,45470,79.37
10,Tier-1,DTDC,Pasta,127,45350,51.52
5,Tier-3,self,Cookies,408,45433,91.43
23,Tier-3,dtdc,Hakka,391,45339,149.38
10,Tier-1,kerry,Others,421,45139,68.11
44,Tier-1,courier,Cookies,161,45470,138.5
2,Tier-2,VRL,Noodles,81,45131,55.03
13,Tier-3,DTDC,Noodles,372,45086,12.94
40,Tier-2,vrl,Others,146,45175,34.62
2,Tier-1,safe express,Pasta,184,45182,65.71
20,Tier-2,akr express,Others,298,45367,36.85
1,Tier-3,dtdc,Bites,455,45128,5.03
37,Tier-2,vrl,Noodles,490,45245,137.68
9,Tier-3,dtdc,Hakka,28,45088,127.36
17,Tier-1,self,Bites,204,45065,112.63
9,Tier-1,courier,Sevai,339,45157,29.33
11,Tier-3,DTDC,Cookies,433,45386,22.45
15,Tier-1,safe express,Bites,184,45377,14.8
24,Tier-1,vrl,Cookies,499,45148,109.98
38,Tier-1,dtdc,Others,458,45472,139.68
35,Tier-1,kerry,Bites,422,45339,67.43
30,Tier-3,self,Others,443,45432,22.28
31,Tier-2,kerry,Sevai,363,45115,79.3
5,Tier-2,safe express,Noodles,150,45213,55.58
44,Tier-1,vrl,Sevai,255,45468,59.35
14,Tier-2,self,Noodles,394,45445,95.09
11,Tier-2,vrl,Others,427,45480,109.21
9,Tier-1,DTDC,Noodles,102,45371,21.04
34,Tier-1,SELF,Cookies,441,45293,10.16
12,Tier-2,self,Hakka,248,45252,149.18
35,Tier-3,kerry,Sevai,214,45142,38.75
35,Tier-1,safe express,Bites,57,45249,12.81
1,Tier-3,courier,Sevai,442,45365,32.53
40,Tier-2,DTDC,Cookies,254,45435,10.65
22,Tier-1,SELF,Noodles,329,45462,61.81
29,Tier-3,courier,Cookies,326,45301,121.35
8,Tier-1,akr express,Pasta,422,45024,54.48
11,Tier-2,DTDC,Pasta,304,45276,69.41
41,Tier-3,safe express,Bites,137,45471,102.96
37,Tier-2,dtdc,Cookies,353,45376,78.79
14,Tier-2,self,Others,291,45377,129.91
30,Tier-1,vrl,Bites,26,45388,130.58
35,Tier-3,safe express,Others,80,45069,6.44
21,Tier-2,self,Bites,278,45112,117.82
37,Tier-2,courier,Pasta,334,45362,71.81
5,Tier-3,vrl,Bites,291,45111,148.38
19,Tier-2,VRL,Pasta,314,45363,75.07
14,Tier-2,kerry,Noodles,460,45302,148.1
26,Tier-3,akr express,Others,16,45470,114.41
4,Tier-3,DTDC,Cookies,323,45451,41.05
25,Tier-3,safe express,Bites,314,45090,83.07
42,Tier-3,akr express,Pasta,112,45017,148.86
25,Tier-1,dtdc,Sevai,318,45148,129.34
18,Tier-3,self,Others,202,45475,19.12
40,Tier-1,self,Bites,250,45226,107.42
8,Tier-1,safe express,Hakka,71,45213,55.11
39,Tier-1,SELF,Noodles,26,45359,6.01
40,Tier-2,SELF,Noodles,180,45150,63.5
14,Tier-1,VRL,Sevai,34,45191,39.04
32,Tier-1,kerry,Pasta,260,45450,123.74
38,Tier-2,vrl,Bites,262,45039,53.91
33,Tier-2,dtdc,Others,396,45241,124.99
23,Tier-2,akr express,Pasta,216,45137,5.09
15,Tier-3,SELF,Noodles,38,45344,49.63
33,Tier-2,VRL,Pasta,126,45179,39.97
25,Tier-2,VRL,Noodles,425,45496,38.87
17,Tier-1,safe express,Pasta,291,45199,14.89
33,Tier-2,dtdc,Sevai,389,45202,32.13
2,Tier-3,courier,Cookies,153,45060,85.55
14,Tier-2,vrl,Sevai,34,45191,47.25
40,Tier-3,kerry,Sevai,319,45004,65.52
40,Tier-2,DTDC,Cookies,165,45377,59.65
