Order Date,Customer,Quantity,Delivery Lead Time,Segment
09-05-2025,Store_Beta,423,8,Champion
14-03-2025,Store_Alpha,318,41,Loyal
06-12-2025,Store_Delta,299,39,Lost
22-02-2025,Store_Theta,415,1,Champion
22-12-2025,Store_Zeta,332,3,At Risk
17-06-2025,Store_Eta,143,13,Champion
14-02-2025,Store_Epsilon,216,28,Champion
15-04-2025,Store_Eta,292,25,Champion
30-05-2025,Store_Theta,275,33,Loyal
26-05-2025,Store_Eta,82,38,Champion
23-07-2025,Store_Theta,490,6,Loyal
28-12-2025,Store_Alpha,361,44,Champion
26-10-2025,Store_Epsilon,57,32,Champion
16-06-2025,Store_Beta,335,21,Potential
20-07-2025,Store_Beta,242,16,Loyal
14-05-2025,Store_Eta,452,21,Loyal
30-07-2025,Store_Alpha,109,11,Champion
17-02-2025,Store_Epsilon,68,37,Lost
06-05-2025,Store_Beta,267,36,Potential
27-08-2025,Store_Delta,422,35,Champion
07-01-2025,Store_Gamma,461,19,Champion
29-09-2025,Store_Gamma,74,20,Loyal
06-02-2025,Store_Beta,92,18,At Risk
30-07-2025,Store_Epsilon,163,41,Potential
14-06-2025,Store_Zeta,482,14,Champion
05-05-2025,Store_Beta,275,15,Champion
03-12-2025,Store_Zeta,318,31,Loyal
11-07-2025,Store_Zeta,88,1,At Risk
06-08-2025,Store_Theta,324,3,Loyal
02-08-2025,Store_Theta,159,16,Champion
03-03-2025,Store_Epsilon,444,23,Loyal
24-11-2025,Store_Zeta,57,11,Potential
10-06-2025,Store_Delta,414,12,Potential
07-03-2025,Store_Epsilon,388,10,Potential
13-10-2025,Store_Beta,257,32,Champion
27-08-2025,Store_Eta,287,16,Lost
20-01-2025,Store_Delta,365,8,Loyal
07-07-2025,Store_Alpha,107,38,Champion
23-03-2025,Store_Gamma,423,12,Loyal
29-12-2025,Store_Beta,34,24,At Risk
21-07-2025,Store_Beta,293,28,Champion
12-05-2025,Store_Beta,458,8,Potential
06-02-2025,Store_Delta,378,28,Potential
12-05-2025,Store_Alpha,310,36,Loyal
18-03-2025,Store_Eta,77,26,Loyal
30-03-2025,Store_Epsilon,16,8,Champion
10-09-2025,Store_Theta,314,28,Champion
10-12-2025,Store_Alpha,146,28,Loyal
13-07-2025,Store_Delta,173,37,Loyal
25-06-2025,Store_Beta,92,41,Lost
02-02-2025,Store_Gamma,394,36,At Risk
27-02-2025,Store_Beta,147,27,Champion
20-07-2025,Store_Epsilon,429,17,Champion
28-01-2025,Store_Zeta,82,9,Loyal
04-02-2025,Store_Gamma,246,33,Potential
05-05-2025,Store_Beta,55,20,Potential
17-11-2025,Store_Eta,115,13,Loyal
11-02-2025,Store_Gamma,425,28,Loyal
26-03-2025,Store_Zeta,297,29,Potential
07-07-2025,Store_Theta,271,13,Champion
21-04-2025,Store_Alpha,185,35,Loyal
28-09-2025,Store_Delta,175,6,Champion
21-11-2025,Store_Theta,154,18,Champion
15-04-2025,Store_Beta,339,5,Champion
16-11-2025,Store_Epsilon,379,25,Potential
10-02-2025,Store_Alpha,292,2,Potential
03-08-2025,Store_Theta,63,10,Champion
12-03-2025,Store_Beta,187,30,Lost
25-02-2025,Store_Alpha,428,5,Champion
24-08-2025,Store_Theta,253,33,Potential
08-10-2025,Store_Epsilon,350,1,Champion
15-04-2025,Store_Beta,136,18,Lost
11-06-2025,Store_Zeta,418,32,Lost
10-07-2025,Store_Zeta,421,11,Loyal
09-01-2025,Store_Epsilon,376,21,Lost
01-03-2025,Store_Gamma,280,26,Potential
01-11-2025,Store_Epsilon,141,25,Potential
13-08-2025,Store_Gamma,102,22,Loyal
03-11-2025,Store_Beta,388,27,Potential
07-07-2025,Store_Theta,82,13,Lost
11-03-2025,Store_Gamma,420,33,Champion
20-10-2025,Store_Beta,419,34,At Risk
14-10-2025,Store_Beta,412,41,Loyal
18-06-2025,Store_Eta,257,35,Loyal
03-03-2025,Store_Delta,357,1,Champion
15-12-2025,Store_Beta,282,21,Champion
14-01-2025,Store_Gamma,52,6,Champion
13-06-2025,Store_Delta,386,28,Loyal
02-09-2025,Store_Delta,50,17,At Risk
01-12-2025,Store_Beta,179,5,Loyal
08-01-2025,Store_Epsilon,443,31,Loyal
03-06-2025,Store_Epsilon,221,5,Loyal
05-02-2025,Store_Zeta,177,38,Champion
17-02-2025,Store_Delta,48,3,Lost
26-03-2025,Store_Beta,378,23,Potential
28-01-2025,Store_Eta,254,37,Potential
15-07-2025,Store_Epsilon,160,37,Loyal
27-07-2025,Store_Eta,120,10,Champion
23-07-2025,Store_Beta,489,10,Champion
03-11-2025,Store_Beta,445,19,Champion
14-04-2025,Store_Theta,56,17,Loyal
18-08-2025,Store_Delta,72,21,Potential
11-04-2025,Store_Theta,234,14,Champion
29-01-2025,Store_Eta,375,9,Potential
07-05-2025,Store_Theta,78,1,Champion
04-12-2025,Store_Zeta,308,13,Loyal
10-01-2025,Store_Delta,441,4,Champion
16-04-2025,Store_Alpha,299,1,Loyal
16-06-2025,Store_Theta,305,40,Lost
14-09-2025,Store_Eta,212,32,Champion
22-10-2025,Store_Epsilon,70,34,Loyal
04-10-2025,Store_Epsilon,443,28,At Risk
06-03-2025,Store_Epsilon,460,31,Champion
28-09-2025,Store_Gamma,327,8,Loyal
07-07-2025,Store_Beta,323,39,Champion
13-11-2025,Store_Delta,170,26,Champion
18-05-2025,Store_Epsilon,340,34,Potential
09-12-2025,Store_Alpha,25,3,Potential
15-04-2025,Store_Epsilon,347,12,At Risk
03-02-2025,Store_Zeta,103,1,Champion
20-04-2025,Store_Beta,313,44,Champion
02-02-2025,Store_Eta,147,5,Potential
20-12-2025,Store_Beta,347,30,Loyal
19-08-2025,Store_Theta,47,30,Champion
13-11-2025,Store_Eta,136,17,Champion
23-09-2025,Store_Eta,284,23,Loyal
01-07-2025,Store_Theta,173,15,Champion
06-12-2025,Store_Delta,452,37,Lost
06-03-2025,Store_Theta,328,21,Lost
29-11-2025,Store_Gamma,86,14,Loyal
01-01-2025,Store_Eta,183,2,Loyal
13-05-2025,Store_Eta,396,11,Champion
21-03-2025,Store_Theta,467,39,Lost
28-09-2025,Store_Delta,367,38,Loyal
29-08-2025,Store_Epsilon,330,34,Potential
28-01-2025,Store_Zeta,385,38,Loyal
11-08-2025,Store_Alpha,100,34,Champion
23-01-2025,Store_Delta,247,18,Champion
19-04-2025,Store_Gamma,273,30,Potential
17-04-2025,Store_Delta,188,15,Loyal
25-05-2025,Store_Beta,499,27,Champion
20-12-2025,Store_Epsilon,218,34,Loyal
19-05-2025,Store_Epsilon,82,38,Potential
11-10-2025,Store_Eta,399,33,Lost
25-10-2025,Store_Epsilon,116,24,Loyal
09-04-2025,Store_Epsilon,354,15,Lost
13-11-2025,Store_Theta,304,30,Champion
03-05-2025,Store_Epsilon,378,42,Loyal
16-11-2025,Store_Epsilon,453,17,Champion
14-10-2025,Store_Alpha,293,5,Loyal
22-03-2025,Store_Gamma,362,29,Potential
10-01-2025,Store_Eta,191,4,Potential
08-01-2025,Store_Theta,46,10,Loyal
24-07-2025,Store_Epsilon,146,17,Champion
11-11-2025,Store_Eta,347,10,Potential
16-07-2025,Store_Gamma,65,17,Lost
17-07-2025,Store_Theta,196,20,Champion
30-01-2025,Store_Zeta,350,24,At Risk
20-01-2025,Store_Epsilon,267,5,Champion
17-02-2025,Store_Eta,454,34,Champion
10-05-2025,Store_Delta,67,6,Lost
20-10-2025,Store_Theta,372,2,Champion
12-05-2025,Store_Theta,132,13,Champion
22-12-2025,Store_Eta,197,43,Champion
23-02-2025,Store_Epsilon,239,43,Lost
08-10-2025,Store_Beta,177,11,Lost
22-09-2025,Store_Alpha,429,23,Champion
03-08-2025,Store_Delta,123,16,Champion
17-10-2025,Store_Delta,261,31,Champion
12-02-2025,Store_Beta,116,11,Champion
15-03-2025,Store_Epsilon,46,16,Loyal
16-12-2025,Store_Theta,344,8,Potential
05-10-2025,Store_Theta,101,4,Champion
22-11-2025,Store_Alpha,27,40,Champion
30-08-2025,Store_Delta,363,4,Loyal
10-05-2025,Store_Alpha,72,25,Loyal
16-12-2025,Store_Delta,159,3,Lost
13-07-2025,Store_Epsilon,148,32,Champion
01-02-2025,Store_Zeta,195,3,Loyal
16-04-2025,Store_Delta,194,27,Champion
23-07-2025,Store_Zeta,214,29,Champion
01-01-2025,Store_Delta,269,32,Loyal
02-09-2025,Store_Theta,223,19,Champion
13-03-2025,Store_Gamma,265,21,Champion
02-11-2025,Store_Epsilon,144,5,Champion
15-01-2025,Store_Beta,70,18,Champion
22-02-2025,Store_Zeta,372,28,Champion
08-01-2025,Store_Beta,319,42,At Risk
26-11-2025,Store_Epsilon,97,22,Champion
15-02-2025,Store_Eta,333,21,Champion
21-11-2025,Store_Beta,485,6,Loyal
24-04-2025,Store_Epsilon,216,1,Champion
27-05-2025,Store_Theta,138,5,Potential
15-06-2025,Store_Beta,320,41,Loyal
19-05-2025,Store_Zeta,12,12,Potential
27-04-2025,Store_Gamma,471,26,Loyal
26-10-2025,Store_Beta,431,34,Champion
03-10-2025,Store_Zeta,251,14,Potential
04-10-2025,Store_Delta,130,26,Champion
04-12-2025,Store_Epsilon,394,27,Champion
09-11-2025,Store_Alpha,111,9,Loyal
27-06-2025,Store_Eta,47,26,Potential
26-11-2025,Store_Theta,350,22,Loyal
20-12-2025,Store_Alpha,422,30,Lost
03-06-2025,Store_Theta,142,43,Loyal
20-07-2025,Store_Epsilon,211,17,Lost
25-04-2025,Store_Theta,357,26,Champion
08-06-2025,Store_Gamma,30,36,Potential
11-02-2025,Store_Beta,251,1,Champion
04-09-2025,Store_Gamma,464,8,Lost
09-03-2025,Store_Alpha,460,35,Loyal
22-11-2025,Store_Eta,118,15,Loyal
30-11-2025,Store_Zeta,312,22,Champion
15-07-2025,Store_Eta,93,14,Loyal
31-03-2025,Store_Epsilon,92,26,Loyal
21-04-2025,Store_Epsilon,300,28,Lost
25-12-2025,Store_Gamma,461,23,At Risk
25-05-2025,Store_Zeta,78,14,Champion
02-10-2025,Store_Gamma,138,24,Lost
28-06-2025,Store_Beta,205,2,Champion
29-08-2025,Store_Delta,149,26,Champion
22-11-2025,Store_Zeta,453,14,Potential
15-11-2025,Store_Delta,292,7,Potential
27-11-2025,Store_Eta,321,3,At Risk
02-06-2025,Store_Beta,243,23,Champion
14-04-2025,Store_Theta,32,43,Potential
16-03-2025,Store_Theta,162,18,Loyal
08-05-2025,Store_Delta,286,38,Loyal
18-07-2025,Store_Alpha,70,35,Loyal
03-06-2025,Store_Eta,328,15,At Risk
25-02-2025,Store_Delta,387,25,Potential
05-10-2025,Store_Beta,61,37,Potential
11-12-2025,Store_Delta,353,28,Champion
19-01-2025,Store_Epsilon,162,10,Champion
08-06-2025,Store_Gamma,246,39,Loyal
26-01-2025,Store_Alpha,320,17,Champion
18-06-2025,Store_Epsilon,311,39,Champion
23-01-2025,Store_Epsilon,41,22,Potential
16-02-2025,Store_Beta,64,26,Champion
13-01-2025,Store_Gamma,361,44,Loyal
05-08-2025,Store_Gamma,398,25,Loyal
18-11-2025,Store_Zeta,45,17,Loyal
13-07-2025,Store_Eta,119,13,Champion
24-05-2025,Store_Alpha,499,20,Lost
14-03-2025,Store_Eta,186,25,Champion
05-06-2025,Store_Beta,371,4,Potential
18-03-2025,Store_Alpha,323,10,Champion
18-06-2025,Store_Zeta,304,3,Champion
14-10-2025,Store_Delta,345,41,Loyal
26-03-2025,Store_Epsilon,106,18,Lost
01-07-2025,Store_Alpha,378,36,Potential
11-11-2025,Store_Eta,222,22,Loyal
24-10-2025,Store_Epsilon,326,34,Champion
22-04-2025,Store_Beta,146,8,Champion
18-08-2025,Store_Eta,15,40,Champion
06-04-2025,Store_Delta,118,44,Lost
17-06-2025,Store_Beta,44,19,Champion
05-06-2025,Store_Theta,48,42,Champion
15-04-2025,Store_Delta,159,41,Loyal
12-07-2025,Store_Delta,434,37,Loyal
26-11-2025,Store_Epsilon,127,6,Loyal
12-05-2025,Store_Beta,270,26,Loyal
21-12-2025,Store_Beta,435,34,Potential
18-05-2025,Store_Alpha,96,6,Potential
27-11-2025,Store_Eta,474,37,Loyal
27-09-2025,Store_Theta,85,33,Lost
07-02-2025,Store_Beta,480,22,Loyal
14-02-2025,Store_Alpha,473,21,Champion
12-06-2025,Store_Theta,460,6,Loyal
27-11-2025,Store_Gamma,423,6,Champion
10-09-2025,Store_Gamma,322,4,Champion
18-06-2025,Store_Theta,392,30,Champion
12-10-2025,Store_Gamma,223,11,Champion
01-10-2025,Store_Zeta,466,30,At Risk
20-01-2025,Store_Beta,294,31,Loyal
27-08-2025,Store_Zeta,248,24,Loyal
27-09-2025,Store_Eta,174,9,Loyal
06-11-2025,Store_Beta,96,3,Champion
31-01-2025,Store_Alpha,150,31,Loyal
10-11-2025,Store_Zeta,169,40,Lost
14-04-2025,Store_Zeta,55,37,Champion
19-06-2025,Store_Eta,381,36,Champion
05-07-2025,Store_Zeta,121,24,Champion
08-05-2025,Store_Delta,416,31,Loyal
29-07-2025,Store_Alpha,54,6,Loyal
08-10-2025,Store_Gamma,410,2,Champion
10-09-2025,Store_Alpha,256,20,Champion
19-01-2025,Store_Delta,113,28,Loyal
19-07-2025,Store_Eta,94,11,Loyal
08-08-2025,Store_Eta,459,4,At Risk
16-05-2025,Store_Beta,494,15,Loyal
11-08-2025,Store_Alpha,143,6,Potential
03-01-2025,Store_Theta,117,30,Potential
24-08-2025,Store_Theta,27,38,Champion
08-12-2025,Store_Eta,103,2,Loyal
16-08-2025,Store_Zeta,159,15,Loyal
22-05-2025,Store_Eta,255,11,Potential
09-01-2025,Store_Eta,298,8,Champion
09-07-2025,Store_Eta,423,26,Potential
16-12-2025,Store_Eta,218,44,Lost
14-06-2025,Store_Theta,135,5,Potential
19-05-2025,Store_Theta,244,6,Loyal
03-10-2025,Store_Gamma,425,26,Loyal
18-10-2025,Store_Gamma,435,4,Lost
22-02-2025,Store_Beta,471,19,Loyal
24-06-2025,Store_Eta,131,20,Loyal
20-04-2025,Store_Theta,147,33,Potential
22-07-2025,Store_Alpha,124,20,Champion
16-05-2025,Store_Delta,429,12,Lost
04-01-2025,Store_Beta,171,1,Potential
04-06-2025,Store_Theta,210,26,Loyal
21-06-2025,Store_Alpha,243,14,Lost
24-12-2025,Store_Eta,37,38,Champion
16-02-2025,Store_Epsilon,20,37,Champion
04-04-2025,Store_Eta,215,11,Champion
17-02-2025,Store_Gamma,176,36,Loyal
28-08-2025,Store_Delta,256,13,Champion
13-12-2025,Store_Theta,56,43,Loyal
01-08-2025,Store_Theta,255,3,Champion
06-12-2025,Store_Zeta,136,33,Champion
20-11-2025,Store_Delta,156,6,Potential
19-05-2025,Store_Zeta,127,10,Potential
24-07-2025,Store_Delta,408,5,Loyal
14-03-2025,Store_Gamma,391,23,Champion
04-01-2025,Store_Zeta,421,10,Champion
17-03-2025,Store_Alpha,161,44,Loyal
25-11-2025,Store_Zeta,81,2,Potential
18-03-2025,Store_Beta,372,13,Potential
31-10-2025,Store_Alpha,146,40,Loyal
13-09-2025,Store_Beta,184,2,Champion
12-04-2025,Store_Eta,298,20,Loyal
16-04-2025,Store_Delta,455,1,Champion
29-11-2025,Store_Alpha,490,37,Loyal
08-02-2025,Store_Delta,28,9,At Risk
10-11-2025,Store_Eta,204,17,Potential
02-10-2025,Store_Epsilon,339,9,Champion
29-03-2025,Store_Theta,433,11,Champion
30-07-2025,Store_Delta,184,15,Lost
18-03-2025,Store_Eta,499,24,Champion
18-03-2025,Store_Delta,458,38,Loyal
28-01-2025,Store_Eta,422,35,Champion
02-09-2025,Store_Beta,443,30,Lost
07-03-2025,Store_Eta,363,31,Champion
23-09-2025,Store_Zeta,150,5,Potential
24-07-2025,Store_Epsilon,255,44,Lost
27-02-2025,Store_Delta,394,14,Lost
20-07-2025,Store_Eta,427,11,Lost
13-08-2025,Store_Eta,102,9,Loyal
22-05-2025,Store_Delta,441,34,Champion
25-03-2025,Store_Theta,248,12,Potential
23-05-2025,Store_Epsilon,214,35,Potential
18-12-2025,Store_Epsilon,57,35,Champion
02-02-2025,Store_Eta,442,1,Loyal
01-06-2025,Store_Alpha,254,40,Potential
07-06-2025,Store_Beta,329,22,Potential
21-05-2025,Store_Epsilon,326,29,Loyal
08-09-2025,Store_Epsilon,422,8,Champion
30-10-2025,Store_Gamma,304,11,Loyal
22-04-2025,Store_Zeta,137,41,Champion
24-05-2025,Store_Epsilon,353,37,Loyal
28-07-2025,Store_Beta,291,14,Champion
12-08-2025,Store_Zeta,26,30,Champion
12-02-2025,Store_Zeta,80,35,Champion
21-09-2025,Store_Delta,278,21,Potential
01-09-2025,Store_Delta,334,37,Lost
03-01-2025,Store_Delta,291,5,Loyal
05-05-2025,Store_Delta,314,19,Loyal
25-09-2025,Store_Gamma,460,14,Lost
25-03-2025,Store_Epsilon,16,26,Loyal
16-01-2025,Store_Delta,323,4,At Risk
30-11-2025,Store_Eta,314,25,Lost
28-02-2025,Store_Alpha,112,42,Champion
26-06-2025,Store_Delta,318,25,At Risk
04-03-2025,Store_Epsilon,202,18,Loyal
18-02-2025,Store_Delta,250,40,Champion
03-11-2025,Store_Gamma,71,8,Champion
03-09-2025,Store_Beta,26,39,Champion
16-10-2025,Store_Beta,180,40,Lost
13-10-2025,Store_Epsilon,34,14,Loyal
28-11-2025,Store_Eta,260,32,Champion
15-01-2025,Store_Beta,262,38,Champion
04-12-2025,Store_Theta,396,33,Potential
12-09-2025,Store_Beta,216,23,Champion
02-04-2025,Store_Alpha,38,15,Champion
06-10-2025,Store_Epsilon,126,33,Lost
25-07-2025,Store_Eta,425,25,Loyal
04-04-2025,Store_Epsilon,291,17,Potential
13-08-2025,Store_Beta,389,33,Champion
28-10-2025,Store_Beta,153,2,Potential
14-11-2025,Store_Beta,34,14,Potential
18-07-2025,Store_Zeta,319,40,Loyal
28-09-2025,Store_Gamma,165,40,Champion
